"","web_ID","synchrony","site","SiteCluster","ecosystem","web","transect","synchrony.Gross","sd","mu","CV","biomass_stability","biomass_stability2","year_count","season"
"1","core_black_1_NA",0.597444564225251,"core_black","FivePoints","Desert grassland",1,NA,0.264480829707072,32.6617410303504,52.6766774368679,0.620041783567214,1.61279453498572,2.6011062120798,14,"spring"
"2","core_black_4_NA",0.390389035547969,"core_black","FivePoints","Desert grassland",4,NA,0.284740886510573,36.9330686024183,65.459312185896,0.564214125830303,1.77237675240475,3.14131935246482,14,"spring"
"3","core_black_5_NA",0.503674486338882,"core_black","FivePoints","Desert grassland",5,NA,0.253318240874572,32.3899625853518,54.4690143474679,0.59464932445317,1.68166339198247,2.82799176393397,14,"spring"
"4","core_blue_1_NA",0.23443011696357,"core_blue","BlueGrama","Plains grassland",1,NA,0.153503047390375,15.179132197609,31.0148981140536,0.48941422092665,2.04325897622389,4.1749072439195,14,"spring"
"5","core_blue_2_NA",0.251715526978616,"core_blue","BlueGrama","Plains grassland",2,NA,0.0851400411903617,16.6683004916198,33.0848940585059,0.503803955428851,1.98489906485306,3.93982429765455,14,"spring"
"6","core_blue_3_NA",0.298189843500782,"core_blue","BlueGrama","Plains grassland",3,NA,0.181261717886569,15.750712849006,29.1457507417054,0.540411979385659,1.85044010522639,3.42412858303025,14,"spring"
"7","core_blue_4_NA",0.372906194304467,"core_blue","BlueGrama","Plains grassland",4,NA,0.240821393756194,16.9452232194234,27.8644925192619,0.60812961900202,1.64438627679583,2.70400622731446,14,"spring"
"8","core_blue_5_NA",0.366647386943604,"core_blue","BlueGrama","Plains grassland",5,NA,0.20033498575325,10.2501314293484,15.8575594068185,0.6463877048407,1.54705912954586,2.39339195031119,14,"spring"
"9","core_creosote_1_NA",0.403185324297324,"core_creosote","FivePoints","Desert shrubland",1,NA,0.0613423813126862,22.0977307807464,42.7106813826082,0.51738183670712,1.9328084773221,3.73574861000818,14,"spring"
"10","core_creosote_2_NA",0.269840210314029,"core_creosote","FivePoints","Desert shrubland",2,NA,0.230962288708246,16.0557531107909,45.646051305733,0.351744623061718,2.84297167443705,8.08248794165139,14,"spring"
"11","core_creosote_3_NA",0.505441353862875,"core_creosote","FivePoints","Desert shrubland",3,NA,0.251621904792916,30.6603478621224,55.3110346476607,0.55432605912063,1.80399240401286,3.25438859373609,14,"spring"
"12","core_creosote_4_NA",0.189598729492059,"core_creosote","FivePoints","Desert shrubland",4,NA,0.126870895754962,26.6316021971895,86.6213148879464,0.307448602363521,3.25257617797729,10.5792517935454,14,"spring"
"13","core_creosote_5_NA",0.683257847209204,"core_creosote","FivePoints","Desert shrubland",5,NA,0.0765796040597264,55.5641803125328,105.337973133673,0.52748480590207,1.89578920342523,3.59401670382368,14,"spring"
"14","core_PJ_NA_A",0.816809992311832,"core_PJ","CerroMontosa","Pinon woodland",NA,"A",0.046664494076965,89.5840219518589,165.203232445985,0.542265551499724,1.84411493083847,3.40075987814139,13,"spring"
"15","core_PJ_NA_B",0.274879975316436,"core_PJ","CerroMontosa","Pinon woodland",NA,"B",0.197353459342077,22.3490559172724,46.2841921124615,0.482865853269483,2.07096855830455,4.28891076948604,13,"spring"
"16","core_PJ_NA_C",0.665388007287407,"core_PJ","CerroMontosa","Pinon woodland",NA,"C",0.0911225104736753,45.9850177360307,62.4117883263385,0.736800193828519,1.35722005555381,1.84204627919748,13,"spring"
"17","core_PJ_NA_D",0.914609882743498,"core_PJ","CerroMontosa","Pinon woodland",NA,"D",0.0261204313778882,113.407206292675,144.5346565656,0.784636771466662,1.2744750645968,1.62428669027902,13,"spring"
"18","core_PJ_NA_N",0.48395873985678,"core_PJ","CerroMontosa","Pinon woodland",NA,"N",0.109503078331014,34.242283734359,60.7416796976377,0.563736200658453,1.77387934078383,3.14664791565969,13,"spring"
"19","core_PJ_NA_R",0.526367822022645,"core_PJ","CerroMontosa","Pinon woodland",NA,"R",0.104808421312725,54.3269350921524,92.4375515782762,0.587714994226652,1.70150499787036,2.89511925777783,13,"spring"
"20","core_PJ_NA_S",0.214292661724545,"core_PJ","CerroMontosa","Pinon woodland",NA,"S",0.157903291540043,64.4486169596603,140.906946976205,0.457384240753892,2.18634555128469,4.78010686962237,13,"spring"
"21","core_PJ_NA_V",0.478303223504195,"core_PJ","CerroMontosa","Pinon woodland",NA,"V",0.181930228882873,67.4212297548303,128.721236302788,0.523777052577685,1.90920926199164,3.64508000607467,13,"spring"
"22","core_black_1_NA",0.239486559772437,"core_black","FivePoints","Desert grassland",1,NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14,"fall"
"23","core_black_4_NA",0.145895831925045,"core_black","FivePoints","Desert grassland",4,NA,0.180052819054788,45.6551509667671,119.551111818417,0.381888133638703,2.61856787869214,6.85689773531826,14,"fall"
"24","core_black_5_NA",0.241859558910727,"core_black","FivePoints","Desert grassland",5,NA,0.199685434364485,48.78181938314,100.28490085733,0.486432343913259,2.05578435010136,4.22624929412166,14,"fall"
"25","core_blue_1_NA",0.406534776542962,"core_blue","BlueGrama","Plains grassland",1,NA,0.16442422639695,39.2423940867755,75.4353084818452,0.520212548692895,1.92229119138444,3.6952034244742,14,"fall"
"26","core_blue_2_NA",0.307564349950735,"core_blue","BlueGrama","Plains grassland",2,NA,0.18089620950057,45.3140531896639,91.7744298581071,0.493754668481451,2.02529730620171,4.1018291785079,14,"fall"
"27","core_blue_3_NA",0.428805947349061,"core_blue","BlueGrama","Plains grassland",3,NA,0.28937418645252,72.0881574591704,86.7389823485953,0.831092958520718,1.20323483642543,1.44777407158772,14,"fall"
"28","core_blue_4_NA",0.25732619389867,"core_blue","BlueGrama","Plains grassland",4,NA,0.205748490563797,33.445093920526,73.5213294406131,0.454903280109227,2.19826948655963,4.83238873553912,14,"fall"
"29","core_blue_5_NA",0.389875999515938,"core_blue","BlueGrama","Plains grassland",5,NA,0.256951025924702,43.6909621078636,64.91737658325,0.673024148655088,1.48583078630731,2.20769312553861,14,"fall"
"30","core_creosote_1_NA",0.357341236827919,"core_creosote","FivePoints","Desert shrubland",1,NA,0.14211466844887,16.5405900133505,51.7441059801203,0.319661335335571,3.12831077599745,9.78632831122177,14,"fall"
"31","core_creosote_2_NA",0.209742466982083,"core_creosote","FivePoints","Desert shrubland",2,NA,0.153019253774071,23.5693080470405,68.6395456343418,0.343377972992412,2.91224271401386,8.48115762532681,14,"fall"
"32","core_creosote_3_NA",0.353206219769691,"core_creosote","FivePoints","Desert shrubland",3,NA,0.0350263830402069,33.0300479773526,81.2177054748839,0.406685313063503,2.45890364829539,6.04620715160037,14,"fall"
"33","core_creosote_4_NA",0.130761563869422,"core_creosote","FivePoints","Desert shrubland",4,NA,-0.0344207354690972,29.6337306720003,146.927377492865,0.20168964544024,4.95811273710775,24.5828819138701,14,"fall"
"34","core_creosote_5_NA",0.693207006761952,"core_creosote","FivePoints","Desert shrubland",5,NA,0.000337311177990092,52.3835293395003,156.751938578589,0.334181062221679,2.99238979417885,8.95439668030577,14,"fall"
"35","core_PJ_NA_A",0.756700788886871,"core_PJ","CerroMontosa","Pinon woodland",NA,"A",0.211239798735023,137.851498619637,238.430689685071,0.578161724070492,1.72961985957769,2.99158485864555,14,"fall"
"36","core_PJ_NA_B",0.38369052442845,"core_PJ","CerroMontosa","Pinon woodland",NA,"B",0.068045805396605,46.3021373432742,69.0160034967714,0.670889866079252,1.49055761692169,2.22176200936326,14,"fall"
"37","core_PJ_NA_C",0.499317133767875,"core_PJ","CerroMontosa","Pinon woodland",NA,"C",-0.0974489926456153,56.3048531132576,89.4027638110143,0.629788730382862,1.58783406523022,2.52121701870553,14,"fall"
"38","core_PJ_NA_D",0.812692237062669,"core_PJ","CerroMontosa","Pinon woodland",NA,"D",0.0618358236139626,145.795580710349,223.349140542614,0.652769830929939,1.53193354321445,2.34682038082558,14,"fall"
"39","core_PJ_NA_N",0.392949337502372,"core_PJ","CerroMontosa","Pinon woodland",NA,"N",-0.0275063294307381,49.6982474018983,99.8697068266309,0.497630853049084,2.00952170443774,4.03817748060634,14,"fall"
"40","core_PJ_NA_R",0.392799796716702,"core_PJ","CerroMontosa","Pinon woodland",NA,"R",0.093807117453087,62.0259418718237,128.348275529337,0.483262759986567,2.06926765891872,4.28186864424694,14,"fall"
"41","core_PJ_NA_S",0.171536097683289,"core_PJ","CerroMontosa","Pinon woodland",NA,"S",0.156685439378411,36.197607804721,133.468653882417,0.271206809627453,3.6872230508285,13.595613826561,14,"fall"
"42","core_PJ_NA_V",0.283544991261661,"core_PJ","CerroMontosa","Pinon woodland",NA,"V",0.0201131223324345,77.2529673423565,199.964824180743,0.386332784572799,2.58844198559484,6.70003191279017,14,"fall"
